id,name,gender,age,education,profession,income,living_with,nation,phone,job,fb_freq,yt_freq,tik_freq,use_less_than_2GB,use_2GB_to_4GB,marriage_status,number_child,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score,number_of_suggestions,number_of_plans,number_of_accept,number_of_accept_2,mobile_plan
13601,李磊,Male,29,Bachelor,Computer & Mathematical,1565000000.0,Married_0,China,18976683104,Mineral Exploration/Geological Survey Engineer,0,1,0,18,1,Married,0,Travel,Family,Sunny,10:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
2105,Орехов Павел Артёмович,Male,26,Bachelor,Computer & Mathematical,1765000000.0,Married_0,Russia,+7 077 414 2057,Художник по свету,0,0,0,21,2,Married,0,Travel,Family,Sunny,10:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
18131,Christopher Blevins,Male,29,Bachelor,Computer & Mathematical,1684800000.0,Married_0,England,+1-638-828-6875x621,Marketing executive,0,0,1,22,2,Married,0,Travel,Family,Sunny,15:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
16394,Adam Williams,Male,30,Bachelor,Computer & Mathematical,1575000000.0,Married_0,Australia,(08).2682.5207,Special effects artist,0,1,0,15,2,Married,0,Visit,Alone,Sunny,17:00,1,0,0,1,0,0,5,5,0.0,0,Unknown
13516,Peter Smith II,Male,28,Bachelor,Computer & Mathematical,1790000000.0,Married_0,Australia,+61 2 8388 1488,Sales executive,0,0,1,23,3,Married,0,Visit,Alone,Sunny,16:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
15726,Панов Лучезар Изотович,Male,28,Bachelor,Computer & Mathematical,1797500000.0,Married_0,Russia,8 811 236 91 90,Почтальон,0,0,0,10,3,Married,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
4172,Timothy Graves,Male,30,Bachelor,Computer & Mathematical,1696800000.0,Married_0,England,(217)966-7194,Restaurant manager,0,0,0,11,1,Married,0,Work,Alone,Sunny,06:00,0,0,1,0,1,12,3,3,0.0,0,Unknown
8781,장동현,Male,29,Bachelor,Computer & Mathematical,1680000000.0,Married_0,Korea,041-238-2625,Captain/Mailor and Pilot,0,0,1,19,1,Married,0,Work,Alone,Sunny,07:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
15771,Sandra Joyce,Female,26,Bachelor,Education&Training&Library,897600000.0,Single_0,Us,-9643,Writer,0,3,0,2,1,Single,0,Travel,Friends,Sunny,09:00,0,1,0,0,1,0,1,1,0.0,0,Unknown
13245,Ульяна Вячеславовна Симонова,Female,26,Bachelor,Education&Training&Library,636000000.0,Single_0,Russia,71194440885,Mathematics,0,2,0,2,0,Single,0,Work,Alone,Sunny,07:00,1,0,0,1,0,0,3,3,0.0,0,Unknown
14121,李洁,Other,29,Bachelor,Education&Training&Library,870000000.0,Single_0,China,13458040728,Customer Service Supervisor,0,1,0,3,1,Single,0,Work,Alone,Sunny,07:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
11519,Scott Myers,Male,24,Unknown,Student,304800000.0,Unmarried_0,Us,292-669-9286x325,Freight forwarder,7,2,7,8,2,Unmarried,0,Travel,Friends,Sunny,08:00,0,1,0,0,1,26,1,1,0.0,0,Unknown
4366,David Hamilton,Male,25,Unknown,Student,494400000.0,Unmarried_0,England,(590)314-5651,Mudlogger,7,1,6,7,3,Unmarried,0,Travel,Friends,Sunny,11:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
16529,Alan Roberts,Male,23,Unknown,Student,380000000.0,Unmarried_0,England,689-819-3530x01033,Fisheries officer,7,1,7,7,1,Unmarried,0,Travel,Friends,Sunny,00:00,0,1,0,0,1,0,1,1,0.0,0,Unknown
18585,Dr. Rodrigo Cavalcante,Male,23,Unknown,Student,485000000.0,Unmarried_0,Brazil,21 0575-8896,karate fighter,6,2,4,4,2,Unmarried,0,Travel,Family,Sunny,08:00,1,0,0,0,1,0,5,4,1.0,1,SOCIALMEDIA
10634,李峰,Male,24,Unknown,Student,610000000.0,Unmarried_0,China,13384603404,other,4,1,6,7,2,Unmarried,0,Travel,Family,Sunny,10:00,1,0,0,0,1,0,2,1,1.0,1,DATACALL
9356,Charles Patterson,Male,24,Unknown,Student,527500000.0,Unmarried_0,Us,(437)682-8425x285,Leisure centre manager,8,2,7,5,1,Unmarried,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,3,3,0.0,0,Unknown
6658,渡辺 英樹,Male,39,Unknown,Unemployed,2145600000.0,Unmarried_1,Japan,080-5052-2448,judicial scrivener,3,1,7,1,1,Unmarried,1,Travel,Family,Sunny,10:00,0,1,0,0,1,13,4,4,0.0,0,Unknown
8160,이영식,Male,36,Unknown,Unemployed,2317500000.0,Unmarried_1,Korea,062-394-9772,Other leisure and sports workers,2,0,7,3,0,Unmarried,1,Travel,Family,Sunny,08:00,0,1,0,0,1,12,3,3,0.0,0,Unknown
17000,Rainer Cichorius,Male,37,Unknown,Unemployed,2311200000.0,Unmarried_1,Denmark,+49 (0) 4465 888502,Chemist,1,0,8,3,0,Unmarried,1,Travel,Family,Sunny,15:00,0,1,0,0,1,12,3,3,0.0,0,Unknown
2460,Евдокия Константиновна Рыбакова,Female,78,Bachelor,Retired,1327500000.0,Married_4,Russia,+7 828 970 7413,The typewriter,0,1,7,3,0,Married,4,Travel,Family,Sunny,10:00,0,1,0,0,1,11,4,4,0.0,0,Unknown
14343,Heather Jones,Female,69,Bachelor,Retired,1360000000.0,Married_1,Us,001-954-758-8973x08924,"Engineer, land",0,1,7,2,0,Married,1,Travel,Family,Sunny,12:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
19078,Anna Thomas,Female,55,Bachelor,Retired,1274400000.0,Married_1,Us,7354967215,"Engineer, aeronautical",0,0,8,1,1,Married,1,Travel,Family,Sunny,13:00,0,1,0,0,1,10,3,3,0.0,0,Unknown
4791,Kimberly Frost,Female,73,Bachelor,Retired,1292500000.0,Married_1,England,595.663.2353,Animator,0,1,8,2,1,Married,1,Travel,Family,Sunny,17:00,0,1,0,0,1,12,1,1,0.0,0,Unknown
9289,Heather Patterson,Female,66,Bachelor,Retired,1425000000.0,Married_1,Us,244.989.0624x88893,Television/film/video producer,0,0,7,1,1,Married,1,Visit,Alone,Sunny,18:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
13631,Leslie Baldwin,Female,73,Bachelor,Retired,1341600000.0,Married_2,England,704-999-6800x038,Pathologist,0,0,5,2,1,Married,2,Work,Alone,Sunny,06:00,0,0,1,0,1,8,2,2,0.0,0,Unknown
1704,Victoria Wilson,Female,70,Bachelor,Retired,1497500000.0,Married_1,Us,573-973-2164,"Designer, interior/spatial",0,0,6,3,1,Married,1,Work,Alone,Sunny,06:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
4146,Gregory Munoz,Male,41,Highschool,Installation Maintenance & Repair,451200000.0,Single_0,Us,+1-890-817-6273x26822,"Administrator, education",0,2,3,0,0,Single,0,Visit,Alone,Sunny,18:00,0,1,0,0,1,5,1,1,0.0,0,Unknown
1190,韩梅,Male,42,Highschool,Installation Maintenance & Repair,544800000.0,Single_0,China,15070695392,Real estate project supporting engineer,0,1,2,1,0,Single,0,Work,Alone,Sunny,06:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
11474,Ruben Hoover,Male,42,Highschool,Installation Maintenance & Repair,523200000.0,Single_0,England,813-532-9911x448,"Journalist, newspaper",0,1,1,1,0,Single,0,Work,Alone,Sunny,06:00,1,0,0,1,0,3,3,3,0.0,0,Unknown
19682,Darius Wolf,Male,45,Highschool,Installation Maintenance & Repair,475000000.0,Single_0,Australia,+61 449 344 724,Estate manager/land agent,0,2,2,1,0,Single,0,Work,Alone,Sunny,06:00,1,0,0,0,1,5,3,3,0.0,0,Unknown
4052,Vinicius Viana,Male,24,Bachelor,Architecture & Engineering,1257500000.0,Single_0,Brazil,(084) 2380-6043,Coloproctologist,3,0,1,8,0,Single,0,Travel,Alone,Sunny,09:00,1,0,0,0,1,0,5,4,1.0,1,SOCIALMEDIA
13873,Davi Luiz Machado,Male,25,Bachelor,Architecture & Engineering,1413600000.0,Single_0,Brazil,+55 71 4230 7312,video operator,3,0,0,5,0,Single,0,Visit,Alone,Sunny,17:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
14565,阎海燕,Male,22,Bachelor,Architecture & Engineering,1312500000.0,Single_0,China,13914868932,Forklift/Forklift Operator,3,0,0,5,0,Single,0,Visit,Alone,Sunny,15:00,1,0,0,0,1,8,3,3,0.0,0,Unknown
5728,김정자,Other,22,Bachelor,Architecture & Engineering,1305000000.0,Single_0,Korea,041-414-5606,computer security expert,3,0,1,4,0,Single,0,Work,Alone,Sunny,06:00,0,0,1,0,1,0,1,1,0.0,0,Unknown
14661,藤田 健一,Male,22,Bachelor,Architecture & Engineering,1437600000.0,Single_0,Japan,090-8789-7372,Picture book writer,3,0,1,4,0,Single,0,Work,Alone,Sunny,06:00,1,0,0,1,0,8,1,1,0.0,0,Unknown
12250,Fernando Gray,Male,24,Bachelor,Architecture & Engineering,1385000000.0,Single_0,England,(987)327-5110,"Scientist, research (medical)",1,0,1,8,0,Single,0,Work,Alone,Sunny,06:00,0,1,0,0,1,10,3,3,0.0,0,Unknown
8804,Benjamin Travis,Male,21,Unknown,Student,480000000.0,Single_0,England,265-421-6123x949,Warehouse manager,0,1,5,7,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,5,5,0.0,0,Unknown
12460,Eric Bell,Male,25,Unknown,Student,562500000.0,Single_0,England,957-718-4405,Radiation protection practitioner,0,1,4,7,1,Single,0,Work,Alone,Sunny,06:00,1,0,0,1,0,13,3,3,0.0,0,Unknown
10879,Dr. James Torres III,Male,21,Unknown,Student,520000000.0,Single_0,Us,(790)914-5118x31530,International aid/development worker,0,1,4,7,1,Single,0,Work,Alone,Sunny,07:00,0,1,0,0,1,13,1,1,0.0,0,Unknown
7768,佐々木 和也,Male,35,Bachelor,Unemployed,220000000.0,Single_0,Japan,080-3917-8543,wedding planner,0,3,16,1,0,Single,0,Travel,Friends,Sunny,09:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
19940,三浦 修平,Male,32,Bachelor,Unemployed,283200000.0,Single_0,Japan,00-1031-4697,weather forecaster,1,2,10,3,0,Single,0,Travel,Alone,Sunny,09:00,1,0,0,0,1,0,4,4,1.0,1,DATASILVER
14559,Jose Cole,Male,31,Bachelor,Unemployed,168000000.0,Single_0,Us,-6561,Optometrist,1,2,16,2,0,Single,0,Visit,Alone,Sunny,15:00,1,0,0,1,0,0,2,2,0.0,0,Unknown
11253,John Simpson,Male,33,Bachelor,Unemployed,64800000.0,Single_0,Us,867.991.3728x6269,Technical sales engineer,0,3,11,1,0,Single,0,Visit,Alone,Sunny,16:00,0,1,0,0,1,0,2,2,1.0,1,DATACALL
18630,Matthew Miller,Male,34,Bachelor,Unemployed,132500000.0,Single_0,England,001-967-659-3414x660,Electronics engineer,0,2,17,1,0,Single,0,Visit,Alone,Sunny,15:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
16586,Kevin Villarreal,Male,32,Bachelor,Unemployed,31200000.0,Single_0,England,001-352-339-9802x314,Higher education lecturer,0,2,16,2,0,Single,0,Work,Alone,Sunny,06:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
7129,加藤 陽一,Male,32,Bachelor,Unemployed,30000000.0,Single_0,Japan,090-4094-3988,お笑い芸人,1,3,12,1,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,17,4,4,0.0,0,Unknown
17472,Univ.Prof. Emin Becker,Other,31,Bachelor,Unemployed,283200000.0,Single_0,Denmark,+49(0)2686 394535,Winzer,0,1,17,1,0,Single,0,Work,Alone,Sunny,06:00,0,1,0,0,1,0,5,5,0.0,0,Unknown
10646,Шилов Каллистрат Фомич,Male,35,Bachelor,Unemployed,237500000.0,Single_0,Russia,87518903511,Nurse,1,3,20,1,0,Single,0,Work,Alone,Sunny,06:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
11466,Elaine Jacobson,Female,31,Bachelor,Transportation & Material Moving,842400000.0,Single_0,England,001-253-616-2826x542,"Engineer, civil (consulting)",1,1,6,12,0,Single,0,Travel,Friends,Sunny,08:00,1,0,0,0,1,20,4,4,0.0,0,Unknown
11615,Susan Scott,Female,33,Bachelor,Transportation & Material Moving,815000000.0,Single_0,Us,(912)313-3033x2383,Radio producer,0,2,4,14,1,Single,0,Visit,Alone,Sunny,18:00,1,0,0,1,0,0,2,2,0.0,0,Unknown
15250,Catherine Williams,Female,32,Bachelor,Transportation & Material Moving,755000000.0,Single_0,England,-5367,Geophysical data processor,1,3,6,16,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,3,3,0.0,0,Unknown
12278,София Артемовна Овчинникова,Female,31,Bachelor,Transportation & Material Moving,732500000.0,Single_0,Russia,+7 (571) 487-4529,Метеоролог,1,1,4,10,1,Single,0,Work,Alone,Sunny,06:00,0,1,0,0,1,17,3,3,0.0,0,Unknown
9353,Charles Ryan,Male,43,Masters,Education&Training&Library,1535000000.0,Married_4,England,224.466.6304,Paramedic,1,6,5,2,1,Married,4,Travel,Friends,Sunny,08:00,1,0,0,0,1,15,1,1,0.0,0,Unknown
15802,Jacob Stewart,Male,45,Masters,Education&Training&Library,1460000000.0,Married_4,England,331-988-8017x875,"Administrator, sports",1,7,6,2,1,Married,4,Travel,Friends,Sunny,12:00,0,1,0,0,1,0,4,4,1.0,1,DATACALL
17054,Федорова Наина Филипповна,Other,45,Masters,Education&Training&Library,1330000000.0,Married_2,Russia,+7 797 878 41 80,Laboratory assistant,1,4,6,1,1,Married,2,Travel,Friends,Sunny,12:00,0,1,0,0,1,13,4,4,0.0,0,Unknown
5804,Manuel Barber,Male,43,Masters,Education&Training&Library,1216800000.0,Married_1,Us,+1-858-651-2898x4711,Private music teacher,1,8,8,3,1,Married,1,Travel,Family,Sunny,09:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
1703,Dennis Mcintyre,Male,44,Masters,Education&Training&Library,1365000000.0,Married_1,Us,482.364.9227x8306,Phytotherapist,0,7,7,3,0,Married,1,Visit,Alone,Sunny,16:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
12644,Thomas Sparks,Male,45,Masters,Education&Training&Library,1416000000.0,Married_1,Australia,8439435,"Psychologist, counselling",0,8,6,2,1,Married,1,Visit,Alone,Sunny,16:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
10222,Остромир Ефимьевич Жданов,Other,41,Masters,Education&Training&Library,1365000000.0,Married_4,Russia,8 (679) 681-7951,Galvanic engineer,0,8,4,1,1,Married,4,Work,Alone,Sunny,07:00,0,0,1,0,1,0,1,1,0.0,0,Unknown
7581,최예준,Male,41,Masters,Education&Training&Library,1257500000.0,Married_3,Korea,063-619-7031,기타 서비스관련 단순 종사원,1,4,4,3,1,Married,3,Work,Alone,Sunny,07:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
14560,木村 里佳,Other,42,Masters,Education&Training&Library,1360800000.0,Married_4,Japan,090-1551-7292,judicial scrivener,0,8,4,2,1,Married,4,Work,Alone,Sunny,07:00,0,1,0,0,1,15,3,3,0.0,0,Unknown
6148,Ann George,Other,40,Unknown,Management,1932000000.0,Married_2,England,919-867-1780,"Designer, exhibition/display",2,2,2,6,1,Married,2,Travel,Friends,Sunny,12:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
12578,Rodney Ryan,Male,36,Unknown,Management,2022500000.0,Married_2,England,+1-675-215-3312x0617,Risk manager,2,2,1,7,1,Married,2,Travel,Friends,Sunny,14:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
11744,Samuel Becker,Male,38,Unknown,Management,2162500000.0,Married_1,England,498-363-0161x366,Control and instrumentation engineer,3,3,3,6,1,Married,1,Travel,Family,Sunny,09:00,0,1,0,0,1,16,2,2,0.0,0,Unknown
8589,Jorge Barry,Male,40,Unknown,Management,1946400000.0,Married_2,England,001-615-775-0479x673,Maintenance engineer,3,3,2,7,0,Married,2,Travel,Family,Sunny,17:00,0,1,0,0,1,15,2,2,0.0,0,Unknown
17470,김상현,Male,37,Unknown,Management,2092500000.0,Married_1,Korea,054-831-8476,Food/Textile Engineering and Energy Testing Institute,1,1,3,7,0,Married,1,Visit,Alone,Sunny,18:00,0,1,0,0,1,12,4,4,0.0,0,Unknown
18587,Susan Carlson,Other,36,Unknown,Management,1828800000.0,Married_1,England,231-201-7881x4840,"Psychologist, prison and probation services",1,3,2,7,0,Married,1,Visit,Alone,Sunny,17:00,1,0,0,0,1,13,3,3,1.0,1,DATACALL
3791,Alexander Maynard,Male,37,Unknown,Management,1987200000.0,Married_2,England,+1-940-392-6810x118,IT technical support officer,1,3,1,5,1,Married,2,Work,Alone,Sunny,07:00,0,1,0,0,1,11,3,3,0.0,0,Unknown
17853,Селезнев Евлампий Тарасович,Male,38,Unknown,Management,1925000000.0,Married_1,Russia,8 414 435 2030,Sanitary,3,3,3,8,1,Married,1,Work,Alone,Sunny,06:00,0,1,0,0,1,18,3,3,0.0,0,Unknown
19529,Mateus Jesus,Male,22,Bachelor,Management,1418400000.0,Married_0,Brazil,41 2212 1075,nuclear doctor,0,0,6,7,1,Married,0,Travel,Friends,Sunny,11:00,0,1,0,0,1,14,1,1,0.0,0,Unknown
3581,伊藤 桃子,Other,21,Bachelor,Management,1293600000.0,Married_0,Japan,080-0179-3337,Conditioner,0,0,8,4,3,Married,0,Travel,Family,Sunny,17:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
11132,王丽丽,Male,22,Bachelor,Management,1252500000.0,Married_0,China,18661342204,process engineer,0,0,8,4,3,Married,0,Visit,Alone,Sunny,18:00,1,0,0,0,1,15,2,2,0.0,0,Unknown
4582,Dale Bailey,Male,24,Bachelor,Management,1560000000.0,Married_0,Us,(454)340-5212x43477,"Investment banker, operational",0,0,6,5,1,Married,0,Work,Alone,Sunny,06:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
6591,Bradley Acosta,Male,23,Bachelor,Management,1460000000.0,Married_0,Us,5593575122,Contracting civil engineer,0,0,8,7,1,Married,0,Work,Alone,Sunny,06:00,0,1,0,0,1,16,4,4,0.0,0,Unknown
14716,王丽娟,Female,60,Associate,Legal,3669600000.0,Married_2,China,15580788772,Scientific researchers,1,0,16,6,3,Married,2,Travel,Friends,Sunny,10:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
5210,松田 七夏,Female,78,Associate,Legal,9722500000.0,Married_1,Japan,41-5814-9579,game creator,1,0,11,4,3,Married,1,Travel,Friends,Sunny,14:00,0,1,0,0,1,19,3,3,0.0,0,Unknown
6322,Marilyn Guzman,Female,52,Associate,Legal,10389600000.0,Married_4,England,765.408.4732x7817,Speech and language therapist,1,0,13,7,3,Married,4,Travel,Family,Sunny,10:00,1,0,0,0,1,24,3,3,0.0,0,Unknown
19174,Mary Chavez,Female,62,Associate,Legal,6100000000.0,Married_1,Us,001-739-371-9837x040,"Engineer, building services",0,0,11,5,2,Married,1,Travel,Family,Sunny,10:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
15365,Kelly Collins,Female,78,Associate,Legal,6707500000.0,Married_1,England,001-768-284-7096,Equality and diversity officer,1,0,23,7,2,Married,1,Travel,Family,Sunny,10:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
8044,Нинель Геннадиевна Зимина,Female,62,Associate,Legal,11455000000.0,Married_3,Russia,87043102301,Sound engineer,1,0,19,8,1,Married,3,Visit,Alone,Sunny,17:00,1,0,0,0,1,0,1,1,0.0,0,Unknown
4348,刘红,Female,60,Associate,Legal,11920800000.0,Married_1,China,15360323065,Risk control,0,0,12,5,2,Married,1,Work,Alone,Sunny,06:00,0,0,1,0,1,0,3,3,0.0,0,Unknown
13555,Denise Ramirez,Female,73,Associate,Legal,4099200000.0,Married_4,England,987.711.8518x422,Government social research officer,0,0,23,7,3,Married,4,Work,Alone,Sunny,06:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
18472,Lisa Little,Female,72,Associate,Legal,11354400000.0,Married_2,Us,294.479.5083x527,Visual merchandiser,1,0,11,8,2,Married,2,Work,Alone,Sunny,07:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
12735,Danielle Schuchhardt,Female,28,Unknown,Management,825000000.0,Married_1,Denmark,+49(0)4067 722109,Artist,1,1,1,4,3,Married,1,Travel,Family,Sunny,09:00,0,1,0,0,1,10,4,4,0.0,0,Unknown
5670,Meagan Rodriguez,Female,28,Unknown,Management,930000000.0,Married_2,Us,315.442.0958x05925,Proofreader,1,2,1,8,1,Married,2,Travel,Family,Sunny,15:00,0,1,0,0,1,13,1,1,0.0,0,Unknown
1866,Rebecca Ballard,Female,26,Unknown,Management,780000000.0,Married_1,Australia,(03) 3673 0662,"Engineer, agricultural",0,3,1,8,3,Married,1,Visit,Alone,Sunny,16:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
13582,Marcella Fröhlich,Female,27,Unknown,Management,640800000.0,Married_2,Denmark,(01060) 551366,mechanic,1,3,3,8,2,Married,2,Work,Alone,Sunny,06:00,0,1,0,0,1,17,5,5,0.0,0,Unknown
10069,Patricia Smith,Female,39,Masters,Arts Design Entertainment Sports & Media,1425000000.0,Married_2,Us,+1-729-680-1424x511,Drilling engineer,4,22,5,8,3,Married,2,Travel,Friends,Sunny,11:00,0,1,0,0,1,42,4,4,0.0,0,Unknown
12662,Michele West,Female,36,Masters,Arts Design Entertainment Sports & Media,1365000000.0,Married_1,England,(927)368-2748,Training and development officer,7,11,6,5,1,Married,1,Travel,Family,Sunny,08:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
1365,Theresa Wright,Female,39,Masters,Arts Design Entertainment Sports & Media,1390000000.0,Married_1,England,4736069600,"Surveyor, insurance",8,16,6,5,1,Married,1,Travel,Family,Sunny,09:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
8521,Громова Наина Филипповна,Other,38,Masters,Arts Design Entertainment Sports & Media,1372800000.0,Married_1,Russia,82232423027,Forest engineer,4,22,7,6,1,Married,1,Travel,Family,Sunny,15:00,0,1,0,0,1,0,1,1,0.0,0,Unknown
14455,蒋洋,Female,36,Masters,Arts Design Entertainment Sports & Media,1345000000.0,Married_4,China,15786399641,Restaurant maitre d',7,10,7,4,1,Married,4,Work,Alone,Sunny,06:00,0,0,1,0,1,0,4,4,1.0,1,DATAGOLD
1127,Алина Ждановна Мухина,Female,36,Masters,Student,504000000.0,Divorced_2,Russia,+7 999 794 2562,Tattooist,0,13,13,18,3,Divorced,2,Travel,Alone,Sunny,14:00,1,0,0,0,1,47,1,1,0.0,0,Unknown
1766,Pamela Richmond,Other,39,Masters,Student,312500000.0,Divorced_4,England,(264)726-4363,"Librarian, academic",0,9,18,17,2,Divorced,4,Travel,Friends,Sunny,14:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
3459,이은영,Other,36,Masters,Student,512500000.0,Divorced_3,Korea,044-643-6962,Photo printing and developer operator,0,22,14,19,3,Divorced,3,Travel,Family,Sunny,08:00,0,1,0,0,1,0,1,1,0.0,0,Unknown
17650,Таисия Афанасьевна Бурова,Female,36,Masters,Student,562500000.0,Divorced_1,Russia,8 (713) 921-54-05,Растениевод,0,10,11,22,2,Divorced,1,Travel,Family,Sunny,10:00,0,1,0,0,1,45,1,1,0.0,0,Unknown
15050,佐藤 七夏,Female,38,Masters,Student,525000000.0,Divorced_1,Japan,85-8465-7942,sound technician,0,18,18,11,2,Divorced,1,Travel,Family,Sunny,10:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
9845,Patricia Watson,Female,39,Masters,Student,508800000.0,Divorced_1,England,232.497.2390,Exhibition designer,0,21,20,9,1,Divorced,1,Travel,Family,Sunny,00:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
16798,Susan Howell,Female,38,Masters,Student,571200000.0,Divorced_3,England,001-471-447-4754x59572,"Solicitor, Scotland",0,21,20,12,2,Divorced,3,Travel,Family,Sunny,14:00,0,1,0,0,1,55,2,2,0.0,0,Unknown
17671,Nicole Olson,Female,40,Masters,Student,578400000.0,Divorced_1,England,782.262.9904x7411,Warehouse manager,0,15,15,18,2,Divorced,1,Travel,Family,Sunny,16:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
11951,Amber Leonard,Other,40,Masters,Student,369600000.0,Divorced_1,Us,878-778-2179,Mental health nurse,0,12,16,13,1,Divorced,1,Visit,Alone,Sunny,15:00,1,0,0,1,0,0,3,3,0.0,0,Unknown
10481,Christy Daniels,Female,36,Masters,Student,575000000.0,Divorced_3,Us,(554)795-3296x46324,"Administrator, sports",0,21,23,14,3,Divorced,3,Visit,Alone,Sunny,18:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
13980,Diana Walker,Female,36,Masters,Student,620000000.0,Divorced_2,England,260-850-5976,Biomedical scientist,0,14,19,20,1,Divorced,2,Work,Alone,Sunny,06:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
15960,Cindy Miller,Female,40,Masters,Student,333600000.0,Divorced_1,England,(801)410-2457x1191,Diplomatic Services operational officer,0,10,10,21,1,Divorced,1,Work,Alone,Sunny,07:00,1,0,0,1,0,0,4,4,0.0,0,Unknown
3764,Jessica Moore,Female,40,Masters,Student,379200000.0,Divorced_1,England,(779)516-6979x1987,"Psychologist, forensic",0,14,11,20,1,Divorced,1,Work,Alone,Sunny,06:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
16404,Teresa Castro,Other,40,Masters,Student,496800000.0,Divorced_2,Us,959-899-4650,"Biochemist, clinical",0,19,10,13,1,Divorced,2,Work,Alone,Sunny,07:00,0,1,0,0,1,0,2,2,1.0,1,DATAGOLD
13307,Danielle Meister MBA.,Other,29,Bachelor,Unemployed,95000000.0,Single_0,Denmark,+49(0)0904 81108,programmer,6,1,18,8,2,Single,0,Travel,Friends,Sunny,10:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
14948,Audrey Bowman,Female,30,Bachelor,Unemployed,52500000.0,Single_0,Us,281.471.0874,Visual merchandiser,5,1,22,4,3,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,35,4,4,0.0,0,Unknown
9368,卢帆,Female,30,Bachelor,Unemployed,139200000.0,Single_0,China,13632527813,Securities Analyst,6,1,20,6,1,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,1,1,0.0,0,Unknown
4976,Jaqueline Meister B.Sc.,Female,28,Bachelor,Unemployed,307500000.0,Single_0,Denmark,179992521,Electronics engineer,8,2,11,4,1,Single,0,Work,Alone,Sunny,06:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
4895,Christine Jones,Female,24,Unknown,Life Physical Social Science,189600000.0,Single_0,England,+1-424-719-3983x90518,Psychiatrist,1,3,7,12,1,Single,0,Travel,Friends,Sunny,10:00,0,1,0,0,1,0,3,3,0.0,0,Unknown
5539,Victoria Kirk,Female,25,Unknown,Life Physical Social Science,290000000.0,Single_0,Us,001-418-791-8484,Fast food restaurant manager,0,2,7,19,0,Single,0,Visit,Alone,Sunny,18:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
19731,Майя Болеславовна Беспалова,Female,21,Unknown,Life Physical Social Science,264000000.0,Single_0,Russia,+7 (964) 771-37-19,Mechanical Engineer,1,2,8,23,0,Single,0,Visit,Alone,Sunny,16:00,1,0,0,0,1,0,3,3,0.0,0,Unknown
12267,Henny Gumprich B.Eng.,Female,23,Unknown,Life Physical Social Science,98400000.0,Single_0,Denmark,+49(0)0035 74560,Asphaltbauer,0,3,6,15,1,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,4,4,0.0,0,Unknown
